total 1824
drwxr-xr-x 385 root root  20480 Jun 24 06:29 .
drwx------  10 root root   4096 Jun 24 06:29 ..
drwxr-xr-x   2 root root   4096 Jun 24 06:29 academic-research
drwxr-xr-x   2 root root   4096 Jun 24 06:28 academic-research--references
drwxr-xr-x   2 root root   4096 Jun 24 06:29 agentation
drwxr-xr-x   2 root root   4096 Jun 24 06:28 agentation--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 agentation--references
drwxr-xr-x   2 root root   4096 Jun 24 06:28 agentation--scripts
drwxr-xr-x   2 root root   4096 Jun 24 06:28 agentic-skills
drwxr-xr-x   2 root root   4096 Jun 24 06:29 agenticskills
drwxr-xr-x   2 root root   4096 Jun 24 06:28 agenticskills--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 aider-cli-workflow
drwxr-xr-x   2 root root   4096 Jun 24 06:29 api-design
drwxr-xr-x   2 root root   4096 Jun 24 06:28 api-design--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 api-design--references
drwxr-xr-x   2 root root   4096 Jun 24 06:29 api-documentation
drwxr-xr-x   2 root root   4096 Jun 24 06:28 api-documentation--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 api-documentation--references
drwxr-xr-x   2 root root   4096 Jun 24 06:29 authentication-setup
drwxr-xr-x   2 root root   4096 Jun 24 06:28 authentication-setup--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 authentication-setup--references
drwxr-xr-x   2 root root   4096 Jun 24 06:29 autopilot
drwxr-xr-x   2 root root   4096 Jun 24 06:28 autopilot--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:29 autoresearch
drwxr-xr-x   2 root root   4096 Jun 24 06:28 autoresearch--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 autoresearch--references
drwxr-xr-x   2 root root   4096 Jun 24 06:28 autoresearch--scripts
drwxr-xr-x   2 root root   4096 Jun 24 06:29 backend-testing
drwxr-xr-x   2 root root   4096 Jun 24 06:29 bmad
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad--references
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad--resources
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad--scripts
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad--templates
drwxr-xr-x   2 root root   4096 Jun 24 06:29 bmad-gds
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad-gds--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad-gds--references
drwxr-xr-x   2 root root   4096 Jun 24 06:29 bmad-idea
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad-idea--evals
drwxr-xr-x   2 root root   4096 Jun 24 06:28 bmad-idea--references
